Action,Best_Score,Episode,Position_x,Position_y,Position_z,Reward
"[899.89260932104298, 899.58032354906038, 900.05638409915969, 900.26337038328347]",3613.289665466382,254,-1.3320251295267755,-0.44829980266985936,50.257957078774304,1216.5216600070098
"[899.62898872637243, 899.84578861664681, 900.02383649386184, 899.91830400540164]",3613.289665466382,255,1.1193358431459361,0.9495462245210307,50.38414842675257,1217.1046981116117
"[899.96747416722621, 900.49307266825531, 900.24367517353562, 899.93944173988348]",3613.289665466382,256,-0.14369663012925948,-0.2977245962053672,50.27181278994704,1216.435812722146
"[899.83591376678339, 900.29436277088473, 899.50554929590749, 899.59719381071909]",3613.289665466382,257,1.6689212336391568,0.5801472438970343,50.25221790874993,1216.403150087547
"[899.7208196141122, 900.56710945531461, 899.73378942166642, 899.60653957040995]",3613.289665466382,258,-1.7223869852694509,2.430536780917752,50.35026217113573,1216.6615472864332
"[899.35066917930681, 899.81470513447493, 900.1526927427459, 900.28534260518541]",3613.289665466382,259,0.7940383015254401,0.39193147626679087,50.19376077199746,1215.9343268175842
"[900.47015995075014, 900.27517405421054, 899.6111958480177, 900.81996920017593]",3613.289665466382,260,-0.5466932125629589,0.5462960208535216,50.211336685685346,1216.1553375782296
"[899.36861916968928, 899.74406254437929, 900.36740545716179, 899.61721633789887]",3613.289665466382,261,-0.6736376075899374,1.939888030071723,50.25000721364038,1216.2700283845525
"[899.25625593438292, 899.74785470299923, 900.07194241479954, 899.63677262688168]",3613.289665466382,262,-0.3233074140597463,-0.12518835893710217,50.230788794378675,1216.2429631409086
"[899.51003700545743, 899.7303098369706, 900.25644757922601, 899.53859620416461]",3613.289665466382,263,0.4882306144557152,0.18437051490465264,50.24736959761271,1216.5322105157181
"[900.20496008568762, 899.8853548356243, 899.64665225682779, 900.48373674636196]",3613.289665466382,264,-1.6116462521300052,-0.5384238184315046,50.20666140242056,1215.9587036683297
"[899.7426592470473, 899.76992082981724, 900.23406169699433, 899.3155365030193]",3613.289665466382,265,-0.15394138368455243,0.3532981700700225,50.20421882533072,1215.7906990796885
"[900.02686721714042, 900.01354721322457, 899.86086922667471, 899.58416606094477]",3613.289665466382,266,0.9539103149001572,-1.68541430645451,50.20932896788458,1216.016981863189
"[899.12084661585402, 899.99133526038577, 899.99811077955655, 899.96994851500062]",3613.289665466382,267,-1.3188108114799104,0.43886011928777247,50.27950042502975,1216.2275190190637
"[900.50556761723942, 900.22417955292826, 899.70202159438008, 900.70101842078338]",3613.289665466382,268,3.0405405316014886,0.09896203464280816,50.34012800236607,1216.779126324479
"[899.84790331004058, 899.84532980235861, 900.52961821234965, 899.88523916237125]",3613.289665466382,269,0.9896477377048171,-2.6810677908222997,50.32517879525946,1216.6316755691767
"[899.89589343411035, 899.73896913366161, 899.59535208981083, 899.46020460792033]",3613.289665466382,270,0.5211444492131518,0.7378678879288957,50.192162871796796,1215.774525123556
"[899.41125660564683, 899.84731846115528, 899.78797461729721, 900.79922900923293]",3613.289665466382,271,-1.110261823212545,-0.17661711284720796,50.20445154773869,1216.0369235920377
"[900.22212883907446, 899.42567194830053, 900.01092000472136, 900.76357857589983]",3613.289665466382,272,0.5492061379557681,-0.7975151709454035,50.225669093387175,1216.1288085522415
"[899.26520503945483, 900.59493662738657, 900.22851850498921, 899.45442963322932]",3613.289665466382,273,1.3186951174382957,1.449463527462992,50.27455062881533,1216.2654636012942
"[900.28163682166655, 899.48293160053663, 900.80484618867081, 900.26174324110468]",3613.289665466382,274,-0.09989936571265887,0.018561662472231726,50.21720730102527,1216.2179806577465
"[899.84163835231209, 900.20437406169924, 900.39152167771283, 899.92626412131438]",3613.289665466382,275,-0.1671622338412873,0.1574486793617372,50.20267491396842,1215.986129544222
"[899.74362149451554, 900.12097726426362, 899.19726723794486, 900.15711928063388]",3613.289665466382,276,0.08640874870782195,1.5180953507318342,50.33444690375907,1216.5295886097176
"[900.00577701993495, 899.89903243250194, 899.57371974261127, 899.41746461588798]",3613.289665466382,277,-0.5625169832244028,0.142016346137497,50.24149264734962,1216.2490228878087
"[899.28406625022365, 900.46587592784863, 899.85532557889735, 899.88935913579041]",3613.289665466382,278,0.653781988359333,0.5398490715577459,50.20802700737974,1216.0770066316377
"[900.08272097250381, 899.26542419076509, 900.95944057934639, 899.68464593848762]",3613.289665466382,279,-0.13423240835528477,-1.670339693858503,50.28497619106158,1216.435671598521
"[899.49453048911766, 900.60122822649157, 900.23262930925387, 900.00451296089534]",3613.289665466382,280,-0.09117423226766093,-0.3811919808565942,50.209226243838074,1216.0844561638378
"[899.96906585292425, 900.48138528973425, 900.82769692859017, 900.37652526037402]",3613.289665466382,281,-3.314847751934654,0.34318733365394216,50.26752386215981,1216.5967356978886
"[900.18341279258505, 900.06659959011336, 899.98222927390248, 901.03242095326743]",3613.289665466382,282,0.030147349089200134,-0.7455169364921395,50.23255001834539,1216.2413006739991
"[900.08061510552238, 899.67474530353559, 899.78364304680338, 900.05532157328616]",3613.289665466382,283,-1.732673295373562,0.2668396070440801,50.185326581543045,1215.9636507717428
"[899.99365889956448, 899.79352678307646, 900.76942560104931, 899.92589173385443]",3613.289665466382,284,-0.9575407572285748,-0.5502564381914239,50.24423262611109,1216.4601492008185
"[899.30781384163242, 899.96963735408542, 899.70838008724036, 899.41205608368921]",3613.289665466382,285,0.6007539705992382,0.5415072838147217,50.20935378131083,1215.9931456969823
"[900.24931731660035, 900.1225450738109, 899.98998195453089, 900.13391183740885]",3613.289665466382,286,-0.49765210209728317,1.0539142532915453,50.2075982166738,1215.840507062337
"[899.99677788728502, 899.45896719888322, 900.17797088936686, 899.3792323170951]",3613.289665466382,287,-0.029363480308269192,0.532585177913995,50.20998382406923,1216.0968330590617
"[900.06010032922268, 900.2818854923928, 900.29660949681102, 899.41711196306164]",3613.289665466382,288,-0.4454634603656871,-1.7381538597340065,50.19106952697902,1215.831881409221
"[899.73239000547107, 900.05052212069461, 899.89630784075905, 899.80319396328298]",3613.289665466382,289,0.2397648230695045,-1.229360937928414,50.205211847069386,1216.002141881958
"[899.8346103535755, 899.97899427046502, 900.3486998773102, 899.89615399262914]",3613.289665466382,290,-0.46637576290411004,-2.1881417890640527,50.22417091113886,1216.0412345268899
"[899.90912111380305, 900.01013636323592, 899.41931294796836, 899.71313494609126]",3613.289665466382,291,-0.10329078319797844,0.8516702213979894,50.207854561936216,1215.9601278155337
"[899.48577401008913, 900.03218432854339, 899.48025225595063, 900.17438802330855]",3613.289665466382,292,-0.7346377966194321,-3.6459934791527058,50.249367540709265,1216.4146083798375
"[900.05495878448153, 900.19433142960099, 900.31287830489987, 899.82010862995276]",3613.289665466382,293,-1.433437140003654,0.9080745852739366,50.22199507875481,1216.0536234290084
"[899.58540182095237, 900.43948165402082, 900.69258004930521, 900.00727327272807]",3613.289665466382,294,1.1909269849701214,-1.9437842636309075,50.25486379246904,1216.2502121643934
"[900.0662582993474, 900.11021169377409, 899.74483651751586, 899.81583510964913]",3613.289665466382,295,0.04679563194128181,-2.4197133043723706,50.24053617015005,1216.2803637758707
"[900.46304221777189, 899.86149488863111, 899.84793596681607, 899.24342199377145]",3613.289665466382,296,0.4484072872421962,0.5910798914930677,50.20706756137837,1216.0078762199385
"[900.07246734351315, 899.95404393209378, 899.59006979168169, 900.45733531348776]",3613.289665466382,297,-0.11039683231557287,1.9015440558659036,50.269871194600334,1216.6267148139416
"[900.08104273219283, 900.65153813281881, 899.92366961460107, 899.58347575426296]",3613.289665466382,298,-1.2224832953206874,1.8812635327056095,50.27520710919133,1216.4028478411133
"[899.97164311588915, 899.70512462417923, 900.26059926079654, 900.35407626617678]",3613.289665466382,299,-0.9119302862479105,1.9620567754873814,50.32369416788006,1216.776403318278
"[899.72025705109888, 899.96926785270216, 900.24890815200672, 899.59812027079943]",3613.289665466382,300,-0.22232078195686122,0.02152886311741126,50.21641916804552,1216.2442022404814
"[899.78196030561446, 900.09607012559616, 899.46453735485841, 899.26301953392294]",3613.289665466382,301,-0.23281480198257362,0.6057037596476578,50.2099663009042,1215.87398677396
"[899.86224998360728, 900.05436564724675, 899.75911675783732, 900.4682508542445]",3613.289665466382,302,1.1241206158607504,0.9112355733078148,50.26331800081809,1216.511971107263
"[900.27099536689695, 899.88164362560576, 899.70730425808904, 899.47277620690556]",3613.289665466382,303,-1.25672025250561,-0.20096887170005412,50.22086581488295,1216.0346872950088
"[899.64133019858116, 900.24689120141045, 900.22456676363754, 900.23372008309786]",3613.289665466382,304,-1.1346083758929335,1.6080968023850342,50.19981128566613,1215.8674538602331
"[899.76450570220015, 899.90237569937176, 900.2870771000994, 901.04971401192699]",3613.289665466382,305,2.309494614511032,0.7118425771561452,50.34023498334181,1216.787074209184
"[900.68997792899813, 900.12163951489731, 900.09253913915427, 899.85912965228204]",3613.289665466382,306,-0.5885134277532743,1.1175433508506327,50.23324726860686,1216.3160551308147
"[900.0796659463648, 899.8926459657331, 901.00175384891281, 900.95456183125373]",3613.289665466382,307,0.5701638154110023,-3.1780083531331544,50.18489887204775,1215.5765697529603
"[900.18149566822547, 899.90727520969631, 899.57615502378064, 900.21777759658448]",3613.289665466382,308,-0.09035586704613771,2.083867324126024,50.203156498223315,1215.7161221951903
"[899.67236068342709, 899.39458593158622, 900.00975232205838, 899.03611520980451]",3613.289665466382,309,-0.8004840036589973,-0.056342429290728184,50.19308976378057,1215.9315072777765
"[899.79796358084843, 900.09388649182961, 900.79003284684211, 900.09217835163031]",3613.289665466382,310,-0.4239415277259322,0.44813008010972405,50.24225447151605,1216.1719238442165
"[899.93754301283309, 899.46977047706105, 899.54865861685334, 899.4670790812113]",3613.289665466382,311,-2.1810773673174233,1.2859080785948729,50.190853762315776,1215.8908357327496
"[900.20603836791076, 899.60617963061065, 900.10956241330916, 900.86873416086019]",3613.289665466382,312,0.11327844394499999,-0.8755992503772143,50.22438307875394,1215.9556074567902
"[900.18699489667461, 899.94143266332628, 900.50293996796313, 899.771584068724]",3613.289665466382,313,-1.3646526733089142,-1.053948872114602,50.23728902432863,1216.1701498699056
"[899.93198690497866, 900.44954192935813, 899.73752745733441, 899.77276351560533]",3613.289665466382,314,0.7133627336985983,1.0854254069237705,50.19375806150194,1216.0078855582112
"[900.10082773493946, 900.24016437355681, 900.45789558736612, 899.40464571795974]",3613.289665466382,315,2.2511682803814037,0.8048203100682928,50.28488276502716,1216.4142892389784
"[899.28313904729089, 900.42887492180409, 900.30418725735638, 900.0372064918937]",3613.289665466382,316,0.5810657135320284,1.8940057359100353,50.225327933374174,1216.5207529254403
"[900.20411986519571, 899.9080628414697, 900.20417605643377, 900.5012299351921]",3613.289665466382,317,1.3928860308614082,0.2897934216711183,50.20856084888156,1215.9768868349001
"[900.25787710370685, 899.95731320569587, 900.99130822867221, 899.93357474297409]",3613.289665466382,318,-0.6055116472467454,0.2313769099567748,50.21954140142417,1215.9203630752959
"[899.48335599222128, 899.55626364734439, 899.89269809427026, 899.75544310357748]",3613.289665466382,319,-0.2856481702655754,0.8570315411257343,50.255268827432474,1216.2166935556002
"[899.36758053390076, 899.85602636151498, 899.46155609234177, 900.29100368782088]",3613.289665466382,320,-0.45820787614623143,1.6619114073811425,50.3215450415822,1216.4847381252796
"[900.33445575061194, 900.64911234110025, 900.01515784125945, 899.51487131125418]",3613.289665466382,321,0.6733966859292733,1.7506359327058907,50.269811339049994,1216.4186966128414
"[900.18611043071212, 900.25093556580021, 900.08926333057627, 900.13740499470953]",3613.289665466382,322,-0.7249429461424263,0.6003358127283235,50.22689384548774,1216.2926080350571
"[900.01635087693705, 899.98809274005293, 900.53716828902714, 899.94783581594857]",3613.289665466382,323,0.7788285669128893,0.08472014547558365,50.34458576029191,1216.4028269823907
"[900.52418361106106, 900.8546400580301, 900.67209155582998, 900.9885945367455]",3613.289665466382,324,-0.2083468644715725,-1.5015705056364508,50.22874912006531,1216.0343044456147
"[900.0321409252374, 899.94592099604699, 900.09666070216952, 900.23515942308757]",3613.289665466382,325,-0.09666889617214851,0.6554865776666354,50.20040432111109,1215.926486746335
"[899.83260370311598, 900.00018843124019, 899.91492417523978, 900.0990397517769]",3613.289665466382,326,1.1870886723385148,1.2586432922428148,50.32214228142513,1216.6971947366449
"[899.35504317105961, 899.88804264043745, 900.31916101396143, 899.8757880313027]",3613.289665466382,327,0.3162753188355531,1.8228828397918286,50.18850615608032,1215.9235319398956
"[899.65349157160597, 900.21222398351381, 900.17801352186996, 899.74905659258036]",3613.289665466382,328,-0.2635135046263095,0.4464117608839391,50.205267669878445,1215.9807365414758
"[899.84805801712923, 899.66452339239618, 899.93862924474331, 899.52308588323069]",3613.289665466382,329,0.3149546162434798,-1.0043493111253945,50.258281193439345,1216.3640018552235
"[900.15963698475002, 899.80957706811307, 899.88629987334593, 899.98436933408709]",3613.289665466382,330,-0.20872463245417278,1.6152143912067882,50.19953183146731,1216.00001959172
"[900.41469998740138, 900.81496106713655, 900.0693219606635, 900.2945486831868]",3613.289665466382,331,-0.7906793933801226,-0.54545526037045,50.22745622470795,1216.2848126086783
"[900.6730934296337, 899.95800757358927, 899.85028855785549, 900.00133515802486]",3613.289665466382,332,0.5808240996475313,-1.6471878780941276,50.25260554418701,1216.3149908664116
"[899.90360844907013, 900.59018198129093, 899.65850089300022, 900.07448835871594]",3613.289665466382,333,-2.254300136755045,-0.5739696253975425,50.21240324971411,1216.1203796125492
"[900.12461171334223, 900.14052257954927, 899.78073653846604, 900.0602902901004]",3613.289665466382,334,-1.1844705964385047,-1.8620713413015795,50.22216556525102,1215.8873865693859
"[899.60965111094947, 899.90573527844401, 900.64877578108928, 899.40770618252225]",3613.289665466382,335,-1.8667810316787077,-2.054393578134135,50.261275268228566,1216.2996308064385
"[899.76758882397587, 900.23420552819528, 900.21420096843815, 899.80503518122794]",3613.289665466382,336,-2.1544107818006424,-0.06368462050771062,50.23627613460824,1216.2375306233644
"[900.17137216304059, 900.16904416109821, 900.40453619956543, 900.40161646153706]",3613.289665466382,337,1.0822665016134352,0.756390042357698,50.21717033331794,1216.1866543803028
"[900.44171162006649, 900.07785529685054, 900.30496955613296, 900.37187358338088]",3613.289665466382,338,2.2951954373761345,-0.7344547225891205,50.43563468227796,1217.26227391796
"[899.61851567484212, 899.84998412511982, 899.37965825847698, 900.20686445704473]",3613.289665466382,339,1.2880578956768296,0.10775465061562275,50.23112640196774,1216.0882802125377
"[900.28753701219614, 900.07799964192077, 899.34482338415842, 900.517866618526]",3613.289665466382,340,0.2649922133748942,-0.4568304011253808,50.210360987232534,1215.858950482575
"[899.85852567073925, 899.42265955732285, 900.43081182953608, 899.73518744298963]",3613.289665466382,341,-2.068933655545556,1.3625571421140037,50.20381931313363,1216.1147288993725
"[900.67265284138296, 899.76832910773783, 899.79704819388189, 900.26667506526996]",3613.289665466382,342,-1.7147593284940674,1.1379995575606647,50.27163298820752,1216.4197360097705
"[899.6166123483365, 900.42995747685723, 899.95286225156815, 900.34670507418093]",3613.289665466382,343,1.2898560454179817,0.4898585976380715,50.18818913271234,1215.6851532058567
"[900.64635065091386, 899.83381743705365, 900.37648028095828, 900.00768332027258]",3613.289665466382,344,0.8173407158356164,-0.058697191509580054,50.23886155443497,1216.217914317727
"[900.70077521899213, 899.93926069307224, 900.11806685636964, 900.34165061904753]",3613.289665466382,345,0.4390532862209164,-2.3449575349770706,50.21112997452792,1215.9557681906708
"[899.49348242768428, 900.9834866594199, 899.79068190227736, 900.18726665530721]",3613.289665466382,346,0.9604375724369828,-0.3286190901313901,50.207892533477334,1215.9419844545735
"[900.41203350496619, 899.91030119453899, 900.18686565444636, 900.6600624841418]",3613.289665466382,347,0.9393137384790131,-0.5124708459711107,50.22950938118699,1216.258178936924
"[900.12741216420216, 901.02654442468668, 899.83620390215071, 900.52513666599532]",3613.289665466382,348,-0.5349304949158605,0.13275348677005025,50.24460724345918,1216.2082760204485
"[900.05661274129818, 899.77224906704384, 899.39256716829414, 900.49423698646774]",3613.289665466382,349,0.6955566722300403,0.9569143955771524,50.22289928994731,1216.1563345098252
"[899.96921200507654, 899.73765331873142, 900.34516529400082, 900.24091377484353]",3613.289665466382,350,-1.601972355415578,-0.8312093553749574,50.23300076563519,1216.3560804600863
"[899.27844769896171, 900.5530617506372, 900.09698420988013, 900.50103420655307]",3613.289665466382,351,-1.300673302191405,0.23280088315376712,50.22217637307894,1216.0349004501877
"[899.65979651151883, 899.77680976773024, 900.35524720753779, 899.62264231124038]",3613.289665466382,352,-1.056604887013973,0.2888272491041482,50.21229611529641,1216.0824592202916
"[899.88135230921193, 899.44132800927673, 899.9371036726792, 900.01598680362099]",3613.289665466382,353,0.7369450145644013,0.9024259524175211,50.239160303082656,1216.181172958282
"[900.14704054527192, 900.26470194890567, 900.13861669587629, 900.30420046672202]",3613.289665466382,354,-1.8228115811669516,0.6047329519939915,50.34606003830513,1216.967962738841
"[899.95896059130098, 900.18694019365842, 900.95433062589461, 900.41895431815306]",3613.289665466382,355,-1.7446489863282908,1.4797200016667738,50.31766525488612,1216.7947483073299
"[899.85291794497743, 900.19850891348358, 899.87532449870002, 900.49990053907209]",3613.289665466382,356,0.27882583274429973,-0.24961555914280564,50.21197817747479,1216.1010484735448
"[899.88455623807886, 899.76487817869634, 899.97113988655269, 899.6691256998779]",3613.289665466382,357,-3.3961561501403343,0.8123747298418253,50.25157968153061,1216.3949070122471
"[900.04980112693397, 899.76984924257613, 899.76441456606005, 899.9056425527707]",3613.289665466382,358,-1.3911169069688616,0.5745111801707004,50.28887341892492,1216.5881595172827
"[900.3645534766124, 900.18638674381782, 900.07788460893119, 899.29014922179283]",3613.289665466382,359,0.06499500709997134,-0.6183006085436759,50.19125946385697,1215.8554634668963
"[899.12654309132324, 900.20424297285854, 899.6601900539232, 900.02854627975216]",3613.289665466382,360,-1.2676089130274648,-0.42689523348139663,50.229718445085076,1216.1401175065712
"[899.76901798906306, 900.33664569365533, 900.00990702639308, 900.4793978964401]",3613.289665466382,361,0.3052299817643465,-0.49573181606611033,50.19929074091186,1215.9624814428241
"[900.26985241298667, 899.81519093358111, 899.99161837975907, 900.45295798858558]",3613.289665466382,362,1.0263970257015702,0.6327036707560846,50.23724865164058,1216.2963100621093
"[900.0822392656703, 899.6866848177101, 899.54999005501065, 899.61681503610203]",3613.289665466382,363,-0.9354962030464782,0.307698627798996,50.18865386841584,1215.77538594408
"[900.1741579249051, 899.65956423986177, 899.67539653141546, 899.54985036410869]",3613.289665466382,364,0.6624515724601183,-1.0093773540298132,50.23354514233896,1216.1626407297244
"[899.5786887154926, 899.68587208063764, 899.56029670583723, 899.5256716568631]",3613.289665466382,365,0.13229688451759927,-1.3174152437744313,50.20364365587518,1215.8722024605831
"[900.02892517732664, 900.44553463824536, 899.88779919890032, 899.96595899364024]",3613.289665466382,366,-0.8710018393783409,-0.029232396903485666,50.211605649350055,1215.8583634786114
"[899.94050845114771, 900.02545191390482, 899.59992972202156, 899.76527987700649]",3613.289665466382,367,-2.743507456577728,-1.4383947455295232,50.23372915751781,1216.1384036244824
"[900.00577699877397, 899.18815058781991, 899.82570927003576, 900.1317274920774]",3613.289665466382,368,1.966615589707819,0.5051841767578749,50.209939404511594,1215.9541846805218
"[900.03376647685411, 899.47843528365752, 900.13298064082574, 900.52092919196446]",3613.289665466382,369,-3.0671181128002933,0.8430530826991621,50.223395523750824,1216.0083690300705
"[900.43740531736319, 899.82649326513138, 900.26167572827285, 900.34172077884045]",3613.289665466382,370,1.2545370380370349,-0.038845103640980115,50.36925976202308,1216.9470208397997
"[900.30644889864732, 900.26805115011655, 899.10754572747248, 900.1099437267668]",3613.289665466382,371,-1.1535904295541128,0.8227917266743454,50.197339516239865,1215.8267538332566
"[899.30053984158224, 900.32345272036025, 900.28148282765972, 900.27535560727381]",3613.289665466382,372,0.38248462877211,-1.624831861336552,50.24422552481488,1216.265480921982
"[899.28667840743447, 900.20896940556111, 899.73115795292472, 899.94169154666088]",3613.289665466382,373,0.4674088109105113,0.9290355812393598,50.23561747502449,1216.1461535525389
"[899.99713619163288, 899.96110315194449, 899.75331059502946, 900.34356861725371]",3613.289665466382,374,0.04450753244255671,0.5175042121611049,50.24963934823226,1216.6452062094854
"[899.66842815544931, 900.66732489671108, 900.02172742678238, 900.02112747928402]",3613.289665466382,375,-1.101859962134052,2.2950079334493947,50.307122612251085,1216.649827072179
"[899.52771278354192, 900.10669919783663, 900.14698198194765, 899.83829558513378]",3613.289665466382,376,1.4150154598747928,-0.14299454439947276,50.264152524687034,1216.340107980625
"[899.95977120967029, 899.44792312195239, 900.1036081474582, 900.13588909427733]",3613.289665466382,377,-2.652899722449589,1.404966709833171,50.17224454511858,1215.472688649359
"[899.76348597319031, 899.76466096225863, 899.82027456565299, 899.9206631546266]",3613.289665466382,378,-0.9540724756960368,1.6257653376721857,50.46482509640361,1217.3945563829254
"[900.3024836901202, 900.27419092244816, 899.78219243479975, 900.4661930195042]",3613.289665466382,379,0.02187515676968283,-1.5067354981718168,50.19426675835824,1215.9229616694747
"[899.56565968709185, 900.15017409231291, 899.83891202789266, 900.35293620954633]",3613.289665466382,380,-1.871748688735982,0.6945796035791765,50.25682584732102,1216.2430901551654
"[899.53200906971699, 900.7321980987042, 899.58458694093974, 899.51956023279774]",3613.289665466382,381,-2.1130401285361744,-0.551618417762421,50.21759929057203,1215.9709183975142
"[899.79127289543237, 900.48878362798712, 899.30737882112339, 900.41636198310346]",3613.289665466382,382,-1.0509382440174728,-1.604408573032615,50.2439040121496,1216.1906182254081
"[899.46092701470661, 899.6498380486546, 899.90986700658323, 899.86882556523085]",3613.289665466382,383,2.036702388254782,0.7679255582171762,50.420889213125484,1217.2141417773767
"[900.23583644228461, 899.63093977242204, 899.94728948167085, 899.76141755212461]",3613.289665466382,384,-0.07998119739053895,0.5714648346448048,50.22051419562872,1216.2401165517795
"[899.42967956349469, 900.76929553832042, 900.16568755087906, 900.1084551716765]",3613.289665466382,385,-1.1347320403660068,-0.263764058033949,50.2539677800208,1216.3800148061107
"[900.19579469389225, 900.481171245361, 900.5410026033926, 899.08927908150724]",3613.289665466382,386,-0.28561321383857485,0.5679969408562371,50.203846712853995,1215.5946353401189
"[900.2543384817767, 900.40896739670359, 899.67491056008487, 899.82245509582151]",3613.289665466382,387,-0.48138975950146096,-1.1367725937475828,50.18643511870227,1215.7409489269783
"[899.1995329730363, 899.9474570983532, 900.11166746720653, 899.58408847849705]",3613.289665466382,388,-1.0520417604132115,0.3226010496585396,50.21784212556584,1216.1145441185
"[900.18066926133292, 899.29331042925389, 899.23495805133643, 899.65101748876918]",3613.289665466382,389,0.1670727511417787,-1.260202055459846,50.21982771550521,1215.7099555966154
"[899.4469412884639, 900.3861310853847, 899.93730441633113, 899.94910019632664]",3613.289665466382,390,-0.5442431146077246,-0.36795481744891484,50.20024645730049,1215.7190147172244
"[900.09686129179261, 900.30355233851128, 899.97469589671903, 899.52444002539448]",3613.289665466382,391,0.5932751064860489,0.4965911914201844,50.21958629353003,1216.307774211817
"[900.30518558534322, 900.13940141029877, 899.74780923125309, 900.42426641850079]",3613.289665466382,392,0.20843706836609935,-0.018795089448706812,50.20424591856006,1215.7039875657588
"[899.62195411594769, 899.45582571864156, 899.78166386384942, 900.57799122843869]",3613.289665466382,393,1.6700604730538415,0.9945966075970563,50.336726844777836,1216.8279531459839
"[900.49306309415078, 899.647040655458, 900.24197461847518, 899.70493544929343]",3613.289665466382,394,-0.5922337686483761,-1.614613458864073,50.21005844086214,1216.115293496568
"[899.85196879961973, 899.23110504909334, 900.62330688577572, 900.50821243366329]",3613.289665466382,395,0.7006332490676951,-0.987303657155003,50.206546255735,1215.7121907616695
"[899.73931378441216, 899.44955692138228, 899.27554747494651, 899.77547279189287]",3613.289665466382,396,-1.6367540188442042,0.47996820031178533,50.23359984132109,1216.1911298701298
"[900.44550621344172, 900.62748911890367, 900.28648470465612, 899.79766678691237]",3613.289665466382,397,-0.9464673274629843,1.3188250933345511,50.21996294741496,1216.1534038434895
"[900.12105409417291, 899.50058882750682, 900.50363011832587, 899.3615902794304]",3613.289665466382,398,-1.1627990421372967,-0.5035753238451582,50.24448897035293,1216.37673081128
"[900.10515231795125, 900.7123866300559, 900.53592478120925, 900.26380688138283]",3613.289665466382,399,0.9983892081137711,0.9619709506802854,50.202383950939584,1216.008605966713
"[899.98090416562229, 900.24097438890817, 899.42281232685718, 899.74892621754896]",3613.289665466382,400,-0.017064193143703225,1.8531406292906187,50.18384929146943,1215.7613331951436
"[900.62712448318337, 900.00526303728657, 899.81590996115676, 900.26129917714707]",3613.289665466382,401,-0.46057827885207214,-1.3650833986567863,50.23980426766823,1216.2025581153407
"[899.83068609695817, 899.82048647300155, 900.07030661598435, 899.65488439312333]",3613.289665466382,402,0.6179675327716048,-0.6640379167373024,50.19913912514788,1215.9211633778086
"[900.09050681236761, 899.94619461562343, 900.48995189374227, 899.8836407702878]",3613.289665466382,403,-1.974870634628612,1.9679374293267577,50.22454201434609,1216.0325814035768
"[900.08603764717554, 900.01807512041137, 899.80933797376417, 900.51692665268263]",3613.289665466382,404,0.08471240120614189,-0.17209467662625616,50.20524576816469,1215.948690229377
"[900.28664257393427, 900.39567635237154, 900.45362959600709, 899.66403620577228]",3613.289665466382,405,-2.1304416797282246,-0.4085442431507268,50.17904189069623,1215.6264661842786
"[900.11090031395656, 900.23159265874665, 899.95481701751032, 899.69003451147285]",3613.289665466382,406,2.597290600480813,0.26667945681817595,50.50737069036943,1217.790836816229
"[900.12376222943249, 900.09499261834662, 899.43917338811707, 900.40495091309492]",3613.289665466382,407,0.7521523389195411,-0.11776730173308661,50.20033607870469,1215.8084210633806
"[900.1857956245143, 899.99229252449868, 900.59204606811215, 899.78761434955209]",3613.289665466382,408,0.26453040068905226,0.9499313299299253,50.194194836944,1215.8178685713483
"[900.04208100543735, 899.78576870171037, 899.77906478790305, 899.74786333083148]",3613.289665466382,409,0.0803942276181054,0.7818772927587799,50.19688625940405,1215.9224059479036
"[899.70481246622444, 899.98314734112682, 899.44468279821319, 899.81502540369104]",3613.289665466382,410,-0.21657694262931487,-0.1517683346722894,50.23221916032849,1216.1471818058938
"[900.10243560401568, 899.93774801439872, 899.79932605148474, 900.93054947946757]",3613.289665466382,411,0.11108672751434157,0.5488262176427505,50.190369990911655,1215.5771577932471
"[900.00860058970011, 900.11186172349994, 899.77969329513473, 899.67071954264065]",3613.289665466382,412,-0.25853470055576744,1.4132806573003582,50.19582896079945,1215.6428994979447
"[900.36004081644751, 899.72766616767467, 899.95677315385581, 899.68838251762827]",3613.289665466382,413,-2.7894219881271813,1.3476879451271795,50.25496514375891,1216.4335551789568
"[900.55475574575928, 899.70136845082129, 900.61291586625657, 899.40172342766664]",3613.289665466382,414,-0.8523719312904912,-0.6831186491201063,50.211426833854546,1215.9530922794481
"[900.01147543801505, 900.30538923595316, 900.07615408725621, 899.95333817566427]",3613.289665466382,415,-0.112187534795935,-0.7656144248868231,50.23020676860772,1216.2167631571635
"[899.92292050885055, 899.52579088158791, 900.027478684323, 900.44289001668847]",3613.289665466382,416,-1.542474062550092,-1.853135608605188,50.23082405611395,1216.1338006610274
"[900.13253032094542, 899.80415207197393, 900.19107626715038, 899.62152650913265]",3613.289665466382,417,-1.8897790060957411,-0.5871808520922932,50.23114804041631,1216.0739935862846
"[900.72603502280026, 899.97091062016341, 900.44473471229014, 898.60874902238879]",3613.289665466382,418,0.41654555430587836,-1.2607747012501385,50.315861877842345,1216.5726002132685
"[899.95635060149209, 899.88745778190332, 899.72276185470378, 899.99302214775412]",3613.289665466382,419,0.8596632737262874,-1.2286384328511855,50.25513356158052,1216.3029758180717
"[900.4968752333325, 900.05980919839169, 899.91274592429886, 900.43378227403559]",3613.289665466382,420,0.6472255451937224,-2.746212734007952,50.260202646206004,1216.273298912299
